Date,Item Code,Wholesale Price (RMB/kg)
2020-07-01,102900005115762,3.88
2020-07-01,102900005115779,6.72
2020-07-01,102900005115786,3.19
2020-07-01,102900005115793,9.24
2020-07-01,102900005115823,7.03
2020-07-01,102900005115908,4.6
2020-07-01,102900005115946,4.2
2020-07-01,102900005115960,2.1
2020-07-01,102900005115984,3.44
2020-07-01,102900005116226,4.64
2020-07-01,102900005116233,5.76
2020-07-01,102900005116257,6.56
2020-07-01,102900005116509,1.63
2020-07-01,102900005116530,10.8
2020-07-01,102900005116547,4.06
2020-07-01,102900005116714,9.23
2020-07-01,102900005116790,3.97
2020-07-01,102900005116912,8.16
2020-07-01,102900005116943,7.83
2020-07-01,102900005117056,4.32
2020-07-01,102900005117209,7.58
2020-07-01,102900005118817,8.47
2020-07-01,102900005118824,5.65
2020-07-01,102900005118831,4.13
2020-07-01,102900005119944,10.29
2020-07-01,102900005119975,3.6
2020-07-01,102900005123880,7.5
2020-07-01,102900005125808,12.1
2020-07-01,102900005125815,6.16
2020-07-01,102900011001219,8.24
2020-07-01,102900011006948,11.69
2020-07-01,102900011008522,4.44
2020-07-01,102900011009970,6.03
2020-07-01,102900051000944,29.43
2020-07-01,102900051004294,6.81
2020-07-01,102900051010455,4.63
2020-07-02,102900005115762,3.93
2020-07-02,102900005115779,4.23
2020-07-02,102900005115786,3.18
2020-07-02,102900005115793,9.19
2020-07-02,102900005115823,7.03
2020-07-02,102900005115908,4.52
2020-07-02,102900005115946,4.23
2020-07-02,102900005115960,2.1
2020-07-02,102900005115984,3.58
2020-07-02,102900005116226,4.57
2020-07-02,102900005116233,5.71
2020-07-02,102900005116257,3.72
2020-07-02,102900005116509,1.46
2020-07-02,102900005116530,10.8
2020-07-02,102900005116547,4.05
2020-07-02,102900005116714,8.9
2020-07-02,102900005116790,3.97
2020-07-02,102900005116912,8.05
2020-07-02,102900005116943,7.27
2020-07-02,102900005117056,4.48
2020-07-02,102900005117209,7.33
2020-07-02,102900005118817,7.88
2020-07-02,102900005118824,5.76
2020-07-02,102900005118831,4.11
2020-07-02,102900005119944,10.13
2020-07-02,102900005119975,3.6
2020-07-02,102900005123880,6.46
2020-07-02,102900005125808,12.13
2020-07-02,102900005125815,6.15
2020-07-02,102900011000328,7.1
2020-07-02,102900011001219,8.24
2020-07-02,102900011006689,6.83
2020-07-02,102900011006948,11.75
2020-07-02,102900011008522,4.44
2020-07-02,102900011009970,5.52
2020-07-02,102900051000944,29.54
2020-07-02,102900051004294,6.85
2020-07-02,102900051010455,4.76
2020-07-03,102900005115762,3.57
2020-07-03,102900005115779,4.61
2020-07-03,102900005115786,3.79
2020-07-03,102900005115793,9.2
2020-07-03,102900005115823,6.76
2020-07-03,102900005115908,3.89
2020-07-03,102900005115946,4.3
2020-07-03,102900005115960,2.11
2020-07-03,102900005115984,3.75
2020-07-03,102900005116226,4.42
2020-07-03,102900005116233,5.7
2020-07-03,102900005116257,6.56
2020-07-03,102900005116509,1.48
2020-07-03,102900005116530,10.8
2020-07-03,102900005116547,4.05
2020-07-03,102900005116714,8.97
2020-07-03,102900005116790,3.98
2020-07-03,102900005116912,7.9
2020-07-03,102900005116943,6.75
2020-07-03,102900005117056,5.31
2020-07-03,102900005117209,6.21
2020-07-03,102900005118824,5.61
2020-07-03,102900005118831,4.05
2020-07-03,102900005119944,10.05
2020-07-03,102900005119975,3.6
2020-07-03,102900005123880,6.23
2020-07-03,102900005125808,12.2
2020-07-03,102900005125815,6.32
2020-07-03,102900011000328,6.58
2020-07-03,102900011001219,7.0
2020-07-03,102900011006689,6.88
2020-07-03,102900011006948,11.75
2020-07-03,102900011008522,4.47
2020-07-03,102900011009970,4.81
2020-07-03,102900051004294,8.07
2020-07-03,102900051010455,4.74
2020-07-04,102900005115779,5.77
2020-07-04,102900005115786,3.46
2020-07-04,102900005115793,9.16
2020-07-04,102900005115823,6.56
2020-07-04,102900005115908,3.53
2020-07-04,102900005115946,4.28
2020-07-04,102900005115960,2.21
2020-07-04,102900005115984,3.75
2020-07-04,102900005116226,4.41
2020-07-04,102900005116233,5.42
2020-07-04,102900005116257,3.94
2020-07-04,102900005116509,1.98
2020-07-04,102900005116530,12.0
2020-07-04,102900005116547,4.05
2020-07-04,102900005116714,9.27
2020-07-04,102900005116790,4.01
2020-07-04,102900005116912,7.79
2020-07-04,102900005116943,5.9
2020-07-04,102900005117056,5.16
2020-07-04,102900005117209,7.43
2020-07-04,102900005118824,5.41
2020-07-04,102900005118831,4.09
2020-07-04,102900005119944,10.08
2020-07-04,102900005123880,7.23
2020-07-04,102900005125808,12.08
2020-07-04,102900005125815,6.0
2020-07-04,102900011000328,6.0
2020-07-04,102900011001219,7.37
2020-07-04,102900011006689,7.21
2020-07-04,102900011008522,4.44
2020-07-04,102900011009970,4.71
2020-07-04,102900051000944,25.48
2020-07-04,102900051004294,6.09
2020-07-04,102900051010455,4.63
2020-07-05,102900005115762,3.48
2020-07-05,102900005115779,5.77
2020-07-05,102900005115786,3.45
2020-07-05,102900005115793,10.0
2020-07-05,102900005115823,6.56
2020-07-05,102900005115908,4.04
2020-07-05,102900005115946,4.31
2020-07-05,102900005115960,2.2
2020-07-05,102900005115984,3.75
2020-07-05,102900005116226,4.35
2020-07-05,102900005116233,5.44
2020-07-05,102900005116257,4.24
2020-07-05,102900005116509,2.04
2020-07-05,102900005116530,12.0
2020-07-05,102900005116547,4.05
2020-07-05,102900005116714,9.47
2020-07-05,102900005116912,7.9
2020-07-05,102900005116943,5.83
2020-07-05,102900005117056,5.16
2020-07-05,102900005117209,8.35
2020-07-05,102900005118824,5.42
2020-07-05,102900005118831,4.1
2020-07-05,102900005119975,3.6
2020-07-05,102900005123880,7.23
2020-07-05,102900005125808,11.67
2020-07-05,102900005125815,6.16
2020-07-05,102900011000328,7.95
2020-07-05,102900011001219,7.3
2020-07-05,102900011001813,1.63
2020-07-05,102900011006689,7.03
2020-07-05,102900011008522,4.44
2020-07-05,102900011009444,8.1
2020-07-05,102900011009970,4.93
2020-07-05,102900051004294,6.3
2020-07-05,102900051010455,4.75
2020-07-06,102900005115762,3.35
2020-07-06,102900005115779,6.48
2020-07-06,102900005115786,3.18
2020-07-06,102900005115793,9.23
2020-07-06,102900005115823,6.25
2020-07-06,102900005115908,4.55
2020-07-06,102900005115946,4.21
2020-07-06,102900005115960,2.2
2020-07-06,102900005115984,3.65
2020-07-06,102900005116226,4.41
2020-07-06,102900005116233,5.41
2020-07-06,102900005116257,4.49
2020-07-06,102900005116509,2.05
2020-07-06,102900005116530,12.0
2020-07-06,102900005116547,4.06
2020-07-06,102900005116714,9.48
2020-07-06,102900005116912,7.89
2020-07-06,102900005116943,5.82
2020-07-06,102900005117056,4.98
2020-07-06,102900005117209,8.44
2020-07-06,102900005118824,5.45
2020-07-06,102900005118831,4.06
2020-07-06,102900005119944,10.09
2020-07-06,102900005119975,3.6
2020-07-06,102900005123880,7.38
2020-07-06,102900005125808,11.68
2020-07-06,102900005125815,6.14
2020-07-06,102900011000328,8.16
2020-07-06,102900011001219,8.05
2020-07-06,102900011001813,1.64
2020-07-06,102900011006948,9.17
2020-07-06,102900011008522,4.44
2020-07-06,102900011009444,5.27
2020-07-06,102900011009970,5.6
2020-07-06,102900051004294,6.42
2020-07-06,102900051010455,5.31
2020-07-07,102900005115762,3.26
2020-07-07,102900005115779,6.92
2020-07-07,102900005115786,3.18
2020-07-07,102900005115793,9.9
2020-07-07,102900005115823,6.25
2020-07-07,102900005115908,4.65
2020-07-07,102900005115946,4.21
2020-07-07,102900005115960,2.2
2020-07-07,102900005115984,3.73
2020-07-07,102900005116226,4.6
2020-07-07,102900005116233,5.48
2020-07-07,102900005116257,4.75
2020-07-07,102900005116509,2.05
2020-07-07,102900005116530,12.0
2020-07-07,102900005116547,4.05
2020-07-07,102900005116714,9.16
2020-07-07,102900005116837,8.0
2020-07-07,102900005116912,7.88
2020-07-07,102900005116943,5.8
2020-07-07,102900005117056,4.75
2020-07-07,102900005117209,8.46
2020-07-07,102900005118824,5.46
2020-07-07,102900005118831,4.07
2020-07-07,102900005119944,10.05
2020-07-07,102900005119975,3.6
2020-07-07,102900005123880,6.19
2020-07-07,102900005125808,11.69
2020-07-07,102900005125815,6.13
2020-07-07,102900011000328,8.08
2020-07-07,102900011001219,10.56
2020-07-07,102900011001813,1.64
2020-07-07,102900011006689,4.32
2020-07-07,102900011006948,9.42
2020-07-07,102900011008522,4.44
2020-07-07,102900011009970,5.44
2020-07-07,102900051004294,6.6
2020-07-07,102900051010455,5.31
2020-07-08,102900005115762,3.24
2020-07-08,102900005115779,6.92
2020-07-08,102900005115786,3.02
2020-07-08,102900005115793,10.42
2020-07-08,102900005115816,4.59
2020-07-08,102900005115823,6.25
2020-07-08,102900005115908,4.78
2020-07-08,102900005115946,4.21
2020-07-08,102900005115960,2.2
2020-07-08,102900005115984,3.75
2020-07-08,102900005116226,4.77
2020-07-08,102900005116233,5.62
2020-07-08,102900005116257,5.23
2020-07-08,102900005116509,2.04
2020-07-08,102900005116530,12.0
2020-07-08,102900005116547,4.05
2020-07-08,102900005116714,9.09
2020-07-08,102900005116790,4.39
2020-07-08,102900005116899,9.0
2020-07-08,102900005116912,7.87
2020-07-08,102900005116943,6.2
2020-07-08,102900005117056,4.75
2020-07-08,102900005117209,8.42
2020-07-08,102900005118824,5.47
2020-07-08,102900005118831,4.11
2020-07-08,102900005119944,10.04
2020-07-08,102900005119975,3.6
2020-07-08,102900005123880,4.34
2020-07-08,102900005125808,11.54
2020-07-08,102900005125815,6.13
2020-07-08,102900011000328,7.55
2020-07-08,102900011001219,12.22
2020-07-08,102900011006948,9.81
2020-07-08,102900011008522,4.44
2020-07-08,102900011009970,5.27
2020-07-08,102900051004294,7.17
2020-07-08,102900051010455,5.31
2020-07-09,102900005115762,3.08
2020-07-09,102900005115779,7.06
2020-07-09,102900005115786,2.84
2020-07-09,102900005115793,10.42
2020-07-09,102900005115823,6.25
2020-07-09,102900005115908,4.77
2020-07-09,102900005115946,4.22
2020-07-09,102900005115960,2.15
2020-07-09,102900005115984,3.75
2020-07-09,102900005116226,4.81
2020-07-09,102900005116233,5.52
2020-07-09,102900005116257,5.3
2020-07-09,102900005116509,2.04
2020-07-09,102900005116530,12.0
2020-07-09,102900005116547,4.05
2020-07-09,102900005116714,9.03
2020-07-09,102900005116790,4.46
2020-07-09,102900005116912,7.85
2020-07-09,102900005116943,6.26
2020-07-09,102900005117056,4.75
2020-07-09,102900005117209,7.92
2020-07-09,102900005118824,5.47
2020-07-09,102900005118831,4.09
2020-07-09,102900005119944,10.03
2020-07-09,102900005119975,3.6
2020-07-09,102900005123880,4.34
2020-07-09,102900005125808,10.2
2020-07-09,102900005125815,6.12
2020-07-09,102900011000328,7.25
2020-07-09,102900011001219,12.24
2020-07-09,102900011006948,9.8
2020-07-09,102900011008522,4.44
2020-07-09,102900011009444,4.07
2020-07-09,102900011009970,5.21
2020-07-09,102900051004294,7.26
2020-07-09,102900051010455,5.31
2020-07-10,102900005115762,2.41
2020-07-10,102900005115779,7.07
2020-07-10,102900005115786,2.62
2020-07-10,102900005115793,10.43
2020-07-10,102900005115823,6.25
2020-07-10,102900005115861,2.01
2020-07-10,102900005115908,4.76
2020-07-10,102900005115946,4.23
2020-07-10,102900005115960,2.1
2020-07-10,102900005115984,3.75
2020-07-10,102900005116226,4.83
2020-07-10,102900005116233,5.51
2020-07-10,102900005116257,5.5
2020-07-10,102900005116509,2.1
2020-07-10,102900005116530,12.0
2020-07-10,102900005116547,4.05
2020-07-10,102900005116714,8.82
2020-07-10,102900005116790,4.46
2020-07-10,102900005116899,9.0
2020-07-10,102900005116912,7.86
2020-07-10,102900005116943,6.11
2020-07-10,102900005117056,5.42
2020-07-10,102900005117209,7.35
2020-07-10,102900005118817,7.88
2020-07-10,102900005118824,5.44
2020-07-10,102900005118831,4.06
2020-07-10,102900005119944,9.94
2020-07-10,102900005119975,3.6
2020-07-10,102900005125808,10.2
2020-07-10,102900005125815,6.11
2020-07-10,102900011000328,7.32
2020-07-10,102900011006948,9.81
2020-07-10,102900011008522,5.29
2020-07-10,102900011009444,8.11
2020-07-10,102900011009970,4.7
2020-07-10,102900051004294,7.87
2020-07-10,102900051010455,5.31
2020-07-10,106956146480203,1.96
2020-07-11,102900005115762,2.38
2020-07-11,102900005115779,7.03
2020-07-11,102900005115786,2.37
2020-07-11,102900005115793,10.38
2020-07-11,102900005115823,6.25
2020-07-11,102900005115908,4.77
2020-07-11,102900005115946,4.24
2020-07-11,102900005115960,2.1
2020-07-11,102900005115984,3.75
2020-07-11,102900005116233,6.6
2020-07-11,102900005116257,5.42
2020-07-11,102900005116509,2.19
2020-07-11,102900005116530,12.0
2020-07-11,102900005116547,4.13
2020-07-11,102900005116714,8.91
2020-07-11,102900005116899,9.0
2020-07-11,102900005116912,7.86
2020-07-11,102900005116943,6.37
2020-07-11,102900005117056,5.64
2020-07-11,102900005117209,8.3
2020-07-11,102900005118824,5.41
2020-07-11,102900005118831,4.04
2020-07-11,102900005119944,10.0
2020-07-11,102900005119975,3.6
2020-07-11,102900005123880,4.72
2020-07-11,102900005125808,10.2
2020-07-11,102900005125815,6.11
2020-07-11,102900011000328,7.51
2020-07-11,102900011001219,11.9
2020-07-11,102900011006689,4.32
2020-07-11,102900011006948,10.61
2020-07-11,102900011008522,5.05
2020-07-11,102900011009444,8.1
2020-07-11,102900011009970,3.86
2020-07-11,102900051004294,8.15
2020-07-11,102900051010455,5.31
2020-07-12,102900005115762,2.39
2020-07-12,102900005115779,6.92
2020-07-12,102900005115786,2.24
2020-07-12,102900005115793,10.39
2020-07-12,102900005115823,6.25
2020-07-12,102900005115908,4.86
2020-07-12,102900005115946,4.43
2020-07-12,102900005115960,2.1
2020-07-12,102900005115984,3.75
2020-07-12,102900005116226,4.94
2020-07-12,102900005116233,5.56
2020-07-12,102900005116257,5.05
2020-07-12,102900005116509,2.22
2020-07-12,102900005116530,12.0
2020-07-12,102900005116547,4.25
2020-07-12,102900005116714,8.49
2020-07-12,102900005116899,9.0
2020-07-12,102900005116912,7.81
2020-07-12,102900005116943,6.72
2020-07-12,102900005117056,6.08
2020-07-12,102900005117209,7.83
2020-07-12,102900005118824,5.41
2020-07-12,102900005118831,4.05
2020-07-12,102900005119944,10.01
2020-07-12,102900005119975,3.6
2020-07-12,102900005123880,7.38
2020-07-12,102900005125808,10.19
2020-07-12,102900005125815,6.08
2020-07-12,102900011000328,6.27
2020-07-12,102900011001219,11.37
2020-07-12,102900011006689,4.26
2020-07-12,102900011006948,11.06
2020-07-12,102900011008522,4.94
2020-07-12,102900011009444,5.34
2020-07-12,102900011009970,3.48
2020-07-12,102900051000944,24.05
2020-07-12,102900051004294,7.91
2020-07-12,102900051010455,5.31
2020-07-12,106956146480197,2.07
2020-07-13,102900005115779,6.92
2020-07-13,102900005115786,2.17
2020-07-13,102900005115793,10.35
2020-07-13,102900005115823,6.25
2020-07-13,102900005115908,4.92
2020-07-13,102900005115946,4.25
2020-07-13,102900005115960,2.1
2020-07-13,102900005115984,3.75
2020-07-13,102900005116226,5.24
2020-07-13,102900005116233,5.5
2020-07-13,102900005116257,5.42
2020-07-13,102900005116509,2.2
2020-07-13,102900005116530,12.0
2020-07-13,102900005116547,3.75
2020-07-13,102900005116714,8.29
2020-07-13,102900005116899,9.0
2020-07-13,102900005116912,7.84
2020-07-13,102900005116943,6.9
2020-07-13,102900005117056,5.86
2020-07-13,102900005117209,8.8
2020-07-13,102900005118824,5.4
2020-07-13,102900005118831,4.05
2020-07-13,102900005119944,10.03
2020-07-13,102900005119975,3.6
2020-07-13,102900005123880,7.09
2020-07-13,102900005125808,10.18
2020-07-13,102900005125815,6.06
2020-07-13,102900011000328,6.27
2020-07-13,102900011001219,11.36
2020-07-13,102900011006689,3.76
2020-07-13,102900011008522,4.97
2020-07-13,102900011009444,4.28
2020-07-13,102900011009970,3.33
2020-07-13,102900051004294,7.8
2020-07-13,102900051010455,5.31
2020-07-14,102900005115779,6.92
2020-07-14,102900005115786,1.76
2020-07-14,102900005115793,10.35
2020-07-14,102900005115823,6.0
2020-07-14,102900005115908,4.88
2020-07-14,102900005115946,4.27
2020-07-14,102900005115960,1.91
2020-07-14,102900005115984,3.75
2020-07-14,102900005116226,5.06
2020-07-14,102900005116233,5.9
2020-07-14,102900005116257,5.67
2020-07-14,102900005116509,2.16
2020-07-14,102900005116530,12.0
2020-07-14,102900005116547,3.75
2020-07-14,102900005116714,7.79
2020-07-14,102900005116899,8.0
2020-07-14,102900005116912,7.8
2020-07-14,102900005116943,7.32
2020-07-14,102900005117056,5.35
2020-07-14,102900005117209,11.45
2020-07-14,102900005118824,5.24
2020-07-14,102900005118831,4.0
2020-07-14,102900005119944,9.94
2020-07-14,102900005119975,3.2
2020-07-14,102900005123880,4.94
2020-07-14,102900005125808,9.84
2020-07-14,102900005125815,6.05
2020-07-14,102900011000328,6.4
2020-07-14,102900011001219,12.22
2020-07-14,102900011006689,3.64
2020-07-14,102900011008522,5.0
2020-07-14,102900011009444,4.27
2020-07-14,102900011009970,2.97
2020-07-14,102900011011546,1.7
2020-07-14,102900051004294,6.84
2020-07-14,102900051010455,5.31
2020-07-14,106956146480197,2.04
2020-07-15,102900005115779,6.91
2020-07-15,102900005115786,1.77
2020-07-15,102900005115823,5.7
2020-07-15,102900005115908,4.91
2020-07-15,102900005115946,4.26
2020-07-15,102900005115960,1.52
2020-07-15,102900005115984,3.75
2020-07-15,102900005116226,5.04
2020-07-15,102900005116233,6.36
2020-07-15,102900005116257,5.69
2020-07-15,102900005116509,2.49
2020-07-15,102900005116530,12.0
2020-07-15,102900005116547,4.22
2020-07-15,102900005116714,7.76
2020-07-15,102900005116899,8.0
2020-07-15,102900005116912,7.81
2020-07-15,102900005116943,7.97
2020-07-15,102900005117056,5.59
2020-07-15,102900005117209,11.9
2020-07-15,102900005118824,5.24
2020-07-15,102900005118831,4.03
2020-07-15,102900005119944,9.96
2020-07-15,102900005119975,3.2
2020-07-15,102900005123880,4.46
2020-07-15,102900005125808,9.86
2020-07-15,102900005125815,6.07
2020-07-15,102900011000328,6.38
2020-07-15,102900011001219,11.65
2020-07-15,102900011006689,3.65
2020-07-15,102900011008522,5.0
2020-07-15,102900011009444,4.19
2020-07-15,102900011009970,2.87
2020-07-15,102900011011546,1.7
2020-07-15,102900051004294,7.06
2020-07-15,102900051010455,5.31
2020-07-15,106956146480197,2.05
2020-07-16,102900005115779,6.8
2020-07-16,102900005115786,1.76
2020-07-16,102900005115793,10.83
2020-07-16,102900005115823,5.67
2020-07-16,102900005115908,4.47
2020-07-16,102900005115946,4.26
2020-07-16,102900005115960,1.4
2020-07-16,102900005115984,3.75
2020-07-16,102900005116226,5.04
2020-07-16,102900005116233,7.5
2020-07-16,102900005116257,5.66
2020-07-16,102900005116509,2.46
2020-07-16,102900005116530,12.0
2020-07-16,102900005116547,4.25
2020-07-16,102900005116714,7.74
2020-07-16,102900005116899,8.0
2020-07-16,102900005116912,7.82
2020-07-16,102900005116943,8.46
2020-07-16,102900005117056,5.56
2020-07-16,102900005117209,12.51
2020-07-16,102900005118824,5.26
2020-07-16,102900005118831,4.07
2020-07-16,102900005119944,9.97
2020-07-16,102900005119975,3.2
2020-07-16,102900005123880,4.45
2020-07-16,102900005125808,10.09
2020-07-16,102900005125815,6.05
2020-07-16,102900011000328,6.24
2020-07-16,102900011001219,11.3
2020-07-16,102900011001806,3.1
2020-07-16,102900011006689,3.65
2020-07-16,102900011008522,5.0
2020-07-16,102900011009444,4.7
2020-07-16,102900011009970,2.82
2020-07-16,102900051004294,7.58
2020-07-16,102900051010455,5.31
2020-07-16,106956146480197,2.03
2020-07-17,102900005115762,3.26
2020-07-17,102900005115779,6.8
2020-07-17,102900005115786,1.76
2020-07-17,102900005115793,10.95
2020-07-17,102900005115823,5.67
2020-07-17,102900005115908,4.4
2020-07-17,102900005115946,4.27
2020-07-17,102900005115960,1.4
2020-07-17,102900005115984,3.75
2020-07-17,102900005116226,5.03
2020-07-17,102900005116233,7.58
2020-07-17,102900005116257,5.14
2020-07-17,102900005116509,2.45
2020-07-17,102900005116530,12.0
2020-07-17,102900005116547,4.74
2020-07-17,102900005116714,7.72
2020-07-17,102900005116899,8.0
2020-07-17,102900005116912,7.78
2020-07-17,102900005116943,8.86
2020-07-17,102900005117056,5.23
2020-07-17,102900005117209,12.96
2020-07-17,102900005118824,5.42
2020-07-17,102900005118831,4.08
2020-07-17,102900005119944,9.96
2020-07-17,102900005119975,3.2
2020-07-17,102900005123880,4.37
2020-07-17,102900005125808,10.28
2020-07-17,102900005125815,6.03
2020-07-17,102900011000328,6.24
2020-07-17,102900011001219,11.37
2020-07-17,102900011001806,3.08
2020-07-17,102900011006689,3.53
2020-07-17,102900011008522,5.0
2020-07-17,102900011009444,5.16
2020-07-17,102900011009970,3.22
2020-07-17,102900051004294,7.56
2020-07-17,102900051010455,5.31
2020-07-17,106956146480197,2.03
2020-07-18,102900005115762,3.22
2020-07-18,102900005115779,6.8
2020-07-18,102900005115786,1.76
2020-07-18,102900005115793,10.85
2020-07-18,102900005115823,5.38
2020-07-18,102900005115908,4.37
2020-07-18,102900005115946,4.35
2020-07-18,102900005115960,1.4
2020-07-18,102900005115984,3.75
2020-07-18,102900005116226,4.96
2020-07-18,102900005116233,8.3
2020-07-18,102900005116257,5.14
2020-07-18,102900005116509,2.55
2020-07-18,102900005116530,12.0
2020-07-18,102900005116547,5.02
2020-07-18,102900005116714,7.75
2020-07-18,102900005116899,8.0
2020-07-18,102900005116912,7.79
2020-07-18,102900005116943,8.93
2020-07-18,102900005117056,5.02
2020-07-18,102900005117209,13.74
2020-07-18,102900005118824,5.45
2020-07-18,102900005118831,4.08
2020-07-18,102900005119944,9.91
2020-07-18,102900005119975,2.83
2020-07-18,102900005123880,5.73
2020-07-18,102900005125808,10.43
2020-07-18,102900005125815,6.05
2020-07-18,102900011000328,6.12
2020-07-18,102900011001219,12.0
2020-07-18,102900011001806,3.09
2020-07-18,102900011008522,5.0
2020-07-18,102900011009444,4.55
2020-07-18,102900011009970,3.21
2020-07-18,102900051004294,6.72
2020-07-18,102900051010455,5.31
2020-07-18,106956146480197,2.02
2020-07-19,102900005115779,6.8
2020-07-19,102900005115786,2.1
2020-07-19,102900005115793,10.97
2020-07-19,102900005115823,5.33
2020-07-19,102900005115908,4.38
2020-07-19,102900005115946,4.37
2020-07-19,102900005115960,1.4
2020-07-19,102900005115984,3.78
2020-07-19,102900005116226,4.8
2020-07-19,102900005116233,8.95
2020-07-19,102900005116257,5.14
2020-07-19,102900005116509,2.71
2020-07-19,102900005116530,12.0
2020-07-19,102900005116547,5.04
2020-07-19,102900005116714,7.86
2020-07-19,102900005116899,8.0
2020-07-19,102900005116912,7.81
2020-07-19,102900005116943,9.02
2020-07-19,102900005117056,6.19
2020-07-19,102900005117209,12.29
2020-07-19,102900005118824,5.43
2020-07-19,102900005118831,4.06
2020-07-19,102900005119944,9.9
2020-07-19,102900005119975,2.8
2020-07-19,102900005123880,4.13
2020-07-19,102900005125808,10.29
2020-07-19,102900005125815,6.07
2020-07-19,102900011000328,6.15
2020-07-19,102900011001219,11.21
2020-07-19,102900011001806,3.12
2020-07-19,102900011008522,4.55
2020-07-19,102900011009444,4.44
2020-07-19,102900011009970,3.28
2020-07-19,102900051004294,6.24
2020-07-19,102900051010455,5.31
2020-07-19,106956146480197,2.05
2020-07-20,102900005115779,6.8
2020-07-20,102900005115786,2.18
2020-07-20,102900005115793,10.05
2020-07-20,102900005115823,5.33
2020-07-20,102900005115908,4.38
2020-07-20,102900005115946,4.37
2020-07-20,102900005115960,1.56
2020-07-20,102900005115984,3.83
2020-07-20,102900005116226,5.05
2020-07-20,102900005116233,8.71
2020-07-20,102900005116257,5.14
2020-07-20,102900005116509,2.71
2020-07-20,102900005116530,12.0
2020-07-20,102900005116547,5.05
2020-07-20,102900005116714,7.86
2020-07-20,102900005116899,8.0
2020-07-20,102900005116912,7.82
2020-07-20,102900005116943,8.88
2020-07-20,102900005117056,6.15
2020-07-20,102900005117209,12.44
2020-07-20,102900005118824,5.44
2020-07-20,102900005118831,4.07
2020-07-20,102900005119944,9.96
2020-07-20,102900005119975,2.8
2020-07-20,102900005125808,10.21
2020-07-20,102900005125815,6.08
2020-07-20,102900011000328,6.21
2020-07-20,102900011001219,11.24
2020-07-20,102900011001806,3.13
2020-07-20,102900011008522,4.22
2020-07-20,102900011009444,4.42
2020-07-20,102900011009970,3.38
2020-07-20,102900051004294,6.25
2020-07-20,102900051010455,5.31
2020-07-20,106956146480197,2.07
2020-07-21,102900005115762,3.37
2020-07-21,102900005115779,6.66
2020-07-21,102900005115786,2.17
2020-07-21,102900005115793,9.83
2020-07-21,102900005115823,5.33
2020-07-21,102900005115908,4.33
2020-07-21,102900005115946,4.29
2020-07-21,102900005115960,1.8
2020-07-21,102900005115984,3.75
2020-07-21,102900005116226,5.06
2020-07-21,102900005116233,8.7
2020-07-21,102900005116257,5.14
2020-07-21,102900005116509,3.0
2020-07-21,102900005116530,12.0
2020-07-21,102900005116547,5.05
2020-07-21,102900005116714,7.77
2020-07-21,102900005116899,8.0
2020-07-21,102900005116912,7.84
2020-07-21,102900005116943,8.91
2020-07-21,102900005117056,5.8
